rank	title	link	year	genre	description
620	A Streetcar Named Desire	https://www.imdb.com/title/tt0044081/?ref_=adv_li_tt	1951	Drama	Disturbed Blanche DuBois moves in with her sister in New Orleans and is tormented by her brutish brother-in-law while her reality crumbles around her.
621	The Right Stuff	https://www.imdb.com/title/tt0086197/?ref_=adv_li_tt	1983	Adventure, Biography, Drama	The U.S. space program's development from the breaking of the sound barrier to selection of the Mercury 7 astronauts, from a group of test pilots with a more seat-of-the-pants approach than the program's more cautious engineers preferred.
622	The Verdict	https://www.imdb.com/title/tt0084855/?ref_=adv_li_tt	1982	Drama	An outcast, alcoholic Boston lawyer sees the chance to salvage his career and self-respect by taking a medical malpractice case to trial rather than settling.
623	The Searchers	https://www.imdb.com/title/tt0049730/?ref_=adv_li_tt	1956	Adventure, Drama, Western	An American Civil War veteran embarks on a years-long journey to rescue his niece from the Comanches after the rest of his brother's family is massacred in a raid on their Texas farm.
624	Kramer vs. Kramer	https://www.imdb.com/title/tt0079417/?ref_=adv_li_tt	1979	Drama	After his wife leaves him, a work-obsessed Manhattan advertising executive is forced to learn long-neglected parenting skills, but a heated custody battle over the couple's young son deepens the wounds left by the separation.
625	The Bridges of Madison County	https://www.imdb.com/title/tt0112579/?ref_=adv_li_tt	1995	Drama, Romance	Photographer Robert Kincaid wanders into the life of housewife Francesca Johnson for four days in the 1960s.
626	All the President's Men	https://www.imdb.com/title/tt0074119/?ref_=adv_li_tt	1976	Drama, History, Thriller	"The Washington Post" reporters Bob Woodward and Carl Bernstein uncover the details of the Watergate scandal that leads to President Richard Nixon's resignation.
627	Ordinary People	https://www.imdb.com/title/tt0081283/?ref_=adv_li_tt	1980	Drama	The accidental death of the older son of an affluent family deeply strains the relationships among the bitter mother, the good-natured father and the guilt-ridden younger son.
628	Solaris	https://www.imdb.com/title/tt0069293/?ref_=adv_li_tt	1972	Drama, Mystery, Sci-Fi	A psychologist is sent to a station orbiting a distant planet in order to discover what has caused the crew to go insane.
629	Once	https://www.imdb.com/title/tt0907657/?ref_=adv_li_tt	I 2007	Drama, Music, Romance	A modern-day musical about a busker and an immigrant and their eventful week in Dublin, as they write, rehearse and record songs that tell their love story.
630	Kaithi	https://www.imdb.com/title/tt9900782/?ref_=adv_li_tt	2019	Action, Adventure, Crime	Dilli, an ex-convict, endeavours to meet his daughter for the first time after leaving prison. However, his attempts are interrupted due to a drug raid planned by Inspector Bejoy.
631	Roman Holiday	https://www.imdb.com/title/tt0046250/?ref_=adv_li_tt	1953	Comedy, Romance	A bored and sheltered princess escapes her guardians and falls in love with an American newsman in Rome.
632	Farewell My Concubine	https://www.imdb.com/title/tt0106332/?ref_=adv_li_tt	1992	Drama, Music, Romance	Two boys meet at an opera training school in Peking in 1924. Their resulting friendship will span nearly 70 years and endure some of the most troublesome times in China's history.
633	The Raid 2	https://www.imdb.com/title/tt2265171/?ref_=adv_li_tt	2014	Action, Crime, Thriller	Only a short time after the first raid, Rama goes undercover with the thugs of Jakarta and plans to bring down the syndicate and uncover the corruption within his police force.
634	The Day of the Jackal	https://www.imdb.com/title/tt0069947/?ref_=adv_li_tt	1973	Crime, Drama, Thriller	In the aftermath of France allowing Algeria's independence, a group of resentful military veterans hire a professional assassin codenamed "Jackal" to kill President Charles de Gaulle.
635	Neon Genesis Evangelion: The End of Evangelion	https://www.imdb.com/title/tt0169858/?ref_=adv_li_tt	1997	Animation, Action, Drama	Concurrent theatrical ending of the TV series Neon Genesis Evangelion (1995).
636	Ray	https://www.imdb.com/title/tt0350258/?ref_=adv_li_tt	I 2004	Biography, Drama, Music	The story of the life and career of the legendary rhythm and blues musician Ray Charles, from his humble beginnings in the South, where he went blind at age seven, to his meteoric rise to stardom during the 1950s and 1960s.
637	Gandhi	https://www.imdb.com/title/tt0083987/?ref_=adv_li_tt	1982	Biography, Drama, History	The life of the lawyer who became the famed leader of the Indian revolts against the British rule through his philosophy of nonviolent protest.
638	Pink Floyd: The Wall	https://www.imdb.com/title/tt0084503/?ref_=adv_li_tt	1982	Drama, Fantasy, Music	A confined but troubled rock star descends into madness in the midst of his physical and social isolation from everyone.
639	Infernal Affairs	https://www.imdb.com/title/tt0338564/?ref_=adv_li_tt	2002	Action, Crime, Drama	A story between a mole in the police department and an undercover cop. Their objectives are the same: to find out who is the mole, and who is the cop.
640	Togo	https://www.imdb.com/title/tt5116302/?ref_=adv_li_tt	2019	Adventure, Biography, Drama	The story of Togo, the sled dog who led the 1925 serum run despite being considered too small and weak to lead such an intense race.
641	La Dolce Vita	https://www.imdb.com/title/tt0053779/?ref_=adv_li_tt	1960	Comedy, Drama	A series of stories following a week in the life of a philandering tabloid journalist living in Rome.
642	Ikiru	https://www.imdb.com/title/tt0044741/?ref_=adv_li_tt	1952	Drama	A bureaucrat tries to find meaning in his life after he discovers he has terminal cancer.
643	Lucky Number Slevin	https://www.imdb.com/title/tt0425210/?ref_=adv_li_tt	2006	Crime, Drama, Thriller	A case of mistaken identity lands Slevin into the middle of a war being plotted by two of the city's most rival crime bosses. Under constant surveillance by Detective Brikowski and assassin Goodkat, he must get them before they get him.
644	Fitzcarraldo	https://www.imdb.com/title/tt0083946/?ref_=adv_li_tt	1982	Adventure, Drama	The story of Brian Sweeney Fitzgerald, an extremely determined man who intends to build an opera house in the middle of a jungle.
645	The World's Fastest Indian	https://www.imdb.com/title/tt0412080/?ref_=adv_li_tt	2005	Biography, Drama, Sport	The story of New Zealander Burt Munro, who spent years rebuilding a 1920 Indian motorcycle, which helped him set the land speed world record at Utah's Bonneville Salt Flats in 1967.
646	The Great Beauty	https://www.imdb.com/title/tt2358891/?ref_=adv_li_tt	2013	Drama	Jep Gambardella has seduced his way through the lavish nightlife of Rome for decades, but after his 65th birthday and a shock from the past, Jep looks past the nightclubs and parties to find a timeless landscape of absurd, exquisite beauty.
647	Being There	https://www.imdb.com/title/tt0078841/?ref_=adv_li_tt	1979	Comedy, Drama	After the death of his employer forces him out of the only home he's ever known, a simpleminded, sheltered gardener becomes an unlikely trusted advisor to a powerful tycoon and an insider in Washington politics.
648	Me and Earl and the Dying Girl	https://www.imdb.com/title/tt2582496/?ref_=adv_li_tt	2015	Comedy, Drama, Romance	High schooler Greg, who spends most of his time making parodies of classic movies with his co-worker Earl, finds his outlook forever altered after befriending a classmate who has just been diagnosed with cancer.
649	Like Stars on Earth	https://www.imdb.com/title/tt0986264/?ref_=adv_li_tt	2007	Drama, Family	An eight-year-old boy is thought to be a lazy trouble-maker, until the new art teacher has the patience and compassion to discover the real problem behind his struggles in school.
650	Double Indemnity	https://www.imdb.com/title/tt0036775/?ref_=adv_li_tt	1944	Crime, Drama, Film-Noir	A Los Angeles insurance representative lets an alluring housewife seduce him into a scheme of insurance fraud and murder that arouses the suspicion of his colleague, an insurance investigator.
651	Evil	https://www.imdb.com/title/tt0338309/?ref_=adv_li_tt	2003	Drama	A teenage boy expelled from school for fighting arrives at a boarding school where the systematic bullying of younger students is encouraged as a means to maintain discipline, and decides to fight back.
652	I Am Sam	https://www.imdb.com/title/tt0277027/?ref_=adv_li_tt	2001	Drama	A mentally handicapped man fights for custody of his 7-year-old daughter and in the process teaches his cold-hearted lawyer the value of love and family.
653	The Maltese Falcon	https://www.imdb.com/title/tt0033870/?ref_=adv_li_tt	1941	Crime, Film-Noir, Mystery	San Francisco private detective Sam Spade takes on a case that involves him with three eccentric criminals, a gorgeous liar and their quest for a priceless statuette, with the stakes rising after his partner is murdered.
654	Mother	https://www.imdb.com/title/tt1216496/?ref_=adv_li_tt	2009	Crime, Drama, Mystery	A mother desperately searches for the killer who framed her son for a girl's horrific murder.
655	The Last Emperor	https://www.imdb.com/title/tt0093389/?ref_=adv_li_tt	1987	Biography, Drama, History	Bernardo Bertolucci's Oscar-winning dramatisation of the life story of China's last emperor, Pu Yi.
656	The Innocents	https://www.imdb.com/title/tt0055018/?ref_=adv_li_tt	1961	Horror	A young governess for two children becomes convinced that the house and grounds are haunted.
657	Hamlet	https://www.imdb.com/title/tt0116477/?ref_=adv_li_tt	1996	Drama	Hamlet, Prince of Denmark, returns home to find his father murdered and his mother remarrying the murderer, his uncle. Meanwhile, war is brewing.
658	The Man Who Shot Liberty Valance	https://www.imdb.com/title/tt0056217/?ref_=adv_li_tt	1962	Drama, Western	A senator returns to a Western town for the funeral of an old friend and tells the story of his origins.
659	The Dirty Dozen	https://www.imdb.com/title/tt0061578/?ref_=adv_li_tt	1967	Action, Adventure, War	During World War II, a rebellious U.S. Army Major is assigned a dozen convicted murderers to train and lead them into a mass assassination mission of German officers.
660	Shadow of a Doubt	https://www.imdb.com/title/tt0036342/?ref_=adv_li_tt	1943	Film-Noir, Thriller	A teenage girl, overjoyed when her favorite uncle comes to visit the family in their quiet California town, slowly begins to suspect that he is in fact the "Merry Widow" killer sought by the authorities.
661	Drishyam 2	https://www.imdb.com/title/tt15501640/?ref_=adv_li_tt	2022	Crime, Drama, Mystery	A gripping tale of an investigation and a family which is threatened by it. Will Vijay Salgaonkar be able to protect his family this time?
662	The Great Dictator	https://www.imdb.com/title/tt0032553/?ref_=adv_li_tt	1940	Comedy, Drama, War	Dictator Adenoid Hynkel tries to expand his empire while a poor Jewish barber tries to avoid persecution from Hynkel's regime.
663	Hero	https://www.imdb.com/title/tt0299977/?ref_=adv_li_tt	2002	Action, Adventure, Drama	A defense officer, Nameless, was summoned by the King of Qin regarding his success of terminating three warriors.
664	My Left Foot	https://www.imdb.com/title/tt0097937/?ref_=adv_li_tt	1989	Biography, Drama	Christy Brown, born with cerebral palsy, learns to paint and write with his only controllable limb - his left foot.
665	The Man Who Would Be King	https://www.imdb.com/title/tt0073341/?ref_=adv_li_tt	1975	Adventure, War	Two former British soldiers in 1880s India decide to set themselves up as Kings in Kafiristan, a land where no white man has set foot since Alexander the Great.
666	Miller's Crossing	https://www.imdb.com/title/tt0100150/?ref_=adv_li_tt	1990	Crime, Drama, Thriller	Tom Reagan, an advisor to a Prohibition-era crime boss, tries to keep the peace between warring mobs but gets caught in divided loyalties.
667	Notorious	https://www.imdb.com/title/tt0038787/?ref_=adv_li_tt	1946	Drama, Film-Noir, Romance	The daughter of a convicted Nazi spy is asked by American agents to gather information on a ring of Nazi scientists in South America. How far will she have to go to ingratiate herself with them?
